split,index,component,anchor_color,payload_color,anchor_shape,observed_tiles,completed_tiles,input_tile_count,output_tile_count,is_template
arc-gen,181,2,7,3,1x1,0:0 0:1,0:0 0:1 0:2,2,3,0
arc-gen,181,3,7,9,1x1,0:0 0:1 0:2,0:0 0:1 0:2,3,3,1
arc-gen,182,1,1,4,2x2,0:0 0:1,0:0 0:1 0:2 1:0,2,4,0
arc-gen,182,2,1,2,2x2,0:0 0:1,0:0 0:1 0:2 1:0,2,4,0
arc-gen,182,3,1,9,1x1,0:0 0:1 0:2 1:0,0:0 0:1 0:2 1:0,4,4,1
arc-gen,182,4,1,5,3x3,0:0 0:1,0:0 0:1 0:2 1:0,2,4,0
arc-gen,183,1,8,2,1x1,0:0 0:1 0:2 1:0,0:0 0:1 0:2 1:0,4,4,1
arc-gen,183,2,8,6,1x1,0:0 0:1,0:0 0:1 0:2 1:0,2,4,0
arc-gen,184,1,6,3,1x1,0:0 0:1 0:2 1:0,0:0 0:1 0:2 1:0,4,4,1
arc-gen,184,2,6,5,2x2,0:0 0:1,0:0 0:1 0:2 1:0,2,4,0
arc-gen,185,1,3,7,1x1,0:0 0:1 1:0,0:0 0:1 1:0,3,3,1
arc-gen,185,2,3,1,3x3,0:0 1:0,0:0 0:1 1:0,2,3,0
arc-gen,185,3,3,6,3x3,0:0 1:0,0:0 0:1 1:0,2,3,0
arc-gen,185,4,3,5,1x1,0:0 1:0,0:0 0:1 1:0,2,3,0
arc-gen,186,1,6,3,3x3,0:0 1:0,0:0 0:1 0:2 1:0,2,4,0
arc-gen,186,2,6,1,1x1,0:0 1:0,0:0 0:1 0:2 1:0,2,4,0
arc-gen,186,3,6,7,2x2,0:0 1:0,0:0 0:1 0:2 1:0,2,4,0
arc-gen,186,4,6,4,1x1,0:0 0:1 0:2 1:0,0:0 0:1 0:2 1:0,4,4,1
arc-gen,187,1,2,1,2x2,0:0 1:0,0:0 1:0 1:1 1:2 2:1,2,5,0
arc-gen,187,2,2,4,1x1,0:0 1:0 1:1 1:2 2:1,0:0 1:0 1:1 1:2 2:1,5,5,1
arc-gen,187,3,2,9,1x1,0:0 1:0,0:0 1:0 1:1 1:2 2:1,2,5,0
arc-gen,187,4,2,7,1x1,0:0 1:0,0:0 1:0 1:1 1:2 2:1,2,5,0
arc-gen,188,1,9,2,2x2,0:0 0:1,0:0 0:1 1:0 2:0 2:1,2,5,0
arc-gen,188,2,9,5,1x1,0:0 0:1 1:0 2:0 2:1,0:0 0:1 1:0 2:0 2:1,5,5,1
arc-gen,188,3,9,3,2x2,0:0 0:1,0:0 0:1 1:0 2:0 2:1,2,5,0
arc-gen,189,1,5,6,1x1,0:0 1:0,0:0 1:0 1:1 2:0,2,4,0
arc-gen,189,2,5,3,1x1,0:0 1:0,0:0 1:0 1:1 2:0,2,4,0
arc-gen,189,3,5,9,1x1,0:0 1:0 1:1 2:0,0:0 1:0 1:1 2:0,4,4,1
arc-gen,190,1,7,8,2x2,0:0 0:1,0:0 0:1 0:2 1:0 1:2,2,5,0
arc-gen,190,2,7,4,1x1,0:0 0:1 0:2 1:0 1:2,0:0 0:1 0:2 1:0 1:2,5,5,1
arc-gen,191,1,4,1,1x1,0:0 1:0,0:0 0:1 1:0 1:1 2:1,2,5,0
arc-gen,191,2,4,7,1x1,0:0 1:0,0:0 0:1 1:0 1:1 2:1,2,5,0
arc-gen,191,3,4,2,1x1,0:0 1:0,0:0 0:1 1:0 1:1 2:1,2,5,0
arc-gen,191,4,4,5,1x1,0:0 0:1 1:0 1:1 2:1,0:0 0:1 1:0 1:1 2:1,5,5,1
arc-gen,192,1,4,2,3x3,0:0 1:0,0:0 0:2 1:0 1:1 1:2,2,5,0
arc-gen,192,2,4,8,1x1,0:0 0:2 1:0 1:1 1:2,0:0 0:2 1:0 1:1 1:2,5,5,1
arc-gen,193,1,4,9,1x1,0:0 0:1 1:0,0:0 0:1 1:0,3,3,1
arc-gen,193,2,4,1,3x3,0:0 0:1,0:0 0:1 1:0,2,3,0
arc-gen,194,1,5,8,2x2,0:0 1:0,0:0 1:0 1:1 2:1 2:2,2,5,0
arc-gen,194,2,5,6,1x1,0:0 1:0 1:1 2:1 2:2,0:0 1:0 1:1 2:1 2:2,5,5,1
arc-gen,194,3,5,4,3x3,0:0 1:0,0:0 1:0 1:1 2:1 2:2,2,5,0
arc-gen,194,4,5,3,1x1,0:0 1:0,0:0 1:0 1:1 2:1 2:2,2,5,0
arc-gen,195,1,6,2,2x2,0:0 1:0,0:0 0:1 0:2 1:0 1:1,2,5,0
arc-gen,195,2,6,7,1x1,0:0 1:0,0:0 0:1 0:2 1:0 1:1,2,5,0
arc-gen,195,3,6,3,1x1,0:0 0:1,0:0 0:1 0:2 1:0 1:1,2,5,0
arc-gen,195,4,6,1,1x1,0:0 0:1 0:2 1:0 1:1,0:0 0:1 0:2 1:0 1:1,5,5,1
arc-gen,196,1,8,1,1x1,0:0 1:0,0:0 1:0 1:1 1:2,2,4,0
arc-gen,196,2,8,2,1x1,0:0 1:0 1:1 1:2,0:0 1:0 1:1 1:2,4,4,1
arc-gen,196,3,8,6,2x2,0:0 1:0,0:0 1:0 1:1 1:2,2,4,0
arc-gen,196,4,8,7,1x1,0:0 1:0,0:0 1:0 1:1 1:2,2,4,0
arc-gen,197,1,6,1,1x1,0:0 1:0,0:0 0:1 1:0 1:1,2,4,0
arc-gen,197,2,6,4,1x1,0:0 0:1 1:0 1:1,0:0 0:1 1:0 1:1,4,4,1
arc-gen,198,1,1,8,3x3,0:0 1:0,0:0 0:1 1:0,2,3,0
arc-gen,198,2,1,5,3x3,0:0 1:0,0:0 0:1 1:0,2,3,0
arc-gen,198,3,1,7,1x1,0:0 0:1 1:0,0:0 0:1 1:0,3,3,1
arc-gen,198,4,1,2,1x1,0:0 1:0,0:0 0:1 1:0,2,3,0
arc-gen,199,1,9,8,3x3,0:0 0:1,0:0 0:1 0:2 1:1 1:2,2,5,0
arc-gen,199,2,9,4,1x1,0:0 0:1,0:0 0:1 0:2 1:1 1:2,2,5,0
arc-gen,199,3,9,1,1x1,0:0 0:1 0:2 1:1 1:2,0:0 0:1 0:2 1:1 1:2,5,5,1
arc-gen,199,4,9,2,1x1,0:0 0:1,0:0 0:1 0:2 1:1 1:2,2,5,0
arc-gen,200,1,1,6,1x1,0:0 0:1,0:0 0:1 1:1,2,3,0
arc-gen,200,2,1,8,1x1,0:0 0:1 1:1,0:0 0:1 1:1,3,3,1
arc-gen,201,1,9,2,2x2,0:0 1:0,0:0 0:1 1:0,2,3,0
arc-gen,201,2,9,1,1x1,0:0 0:1 1:0,0:0 0:1 1:0,3,3,1
arc-gen,202,1,7,9,4x4,0:0 0:1,0:0 0:1 1:0 2:0,2,4,0
arc-gen,202,2,7,6,1x1,0:0 0:1 1:0 2:0,0:0 0:1 1:0 2:0,4,4,1
arc-gen,202,3,7,2,1x1,0:0 0:1,0:0 0:1 1:0 2:0,2,4,0
arc-gen,202,4,7,5,2x2,0:0 0:1,0:0 0:1 1:0 2:0,2,4,0
arc-gen,203,1,4,3,1x1,0:0 0:1 1:0 1:1 1:2,0:0 0:1 1:0 1:1 1:2,5,5,1
arc-gen,203,2,4,1,2x2,0:0 1:0,0:0 0:1 1:0 1:1 1:2,2,5,0
arc-gen,203,3,4,8,4x4,0:0 1:0,0:0 0:1 1:0 1:1 1:2,2,5,0
arc-gen,204,1,2,7,1x1,0:0 1:0,0:0 1:0 1:1 2:1,2,4,0
arc-gen,204,2,2,8,1x1,0:0 1:0,0:0 1:0 1:1 2:1,2,4,0
arc-gen,204,3,2,3,1x1,0:0 1:0 1:1 2:1,0:0 1:0 1:1 2:1,4,4,1
arc-gen,205,1,7,8,2x2,0:0 1:0,0:0 0:1 1:0 1:1 1:2,2,5,0
arc-gen,205,2,7,6,1x1,0:0 0:1 1:0 1:1 1:2,0:0 0:1 1:0 1:1 1:2,5,5,1
arc-gen,206,1,1,6,1x1,0:0 0:1 0:2 1:1,0:0 0:1 0:2 1:1,4,4,1
arc-gen,206,2,1,7,2x2,0:0 0:1,0:0 0:1 0:2 1:1,2,4,0
arc-gen,207,1,8,3,1x1,0:0 0:1,0:0 0:1 0:2 1:1 2:1,2,5,0
arc-gen,207,2,8,4,1x1,0:0 0:1 0:2 1:1 2:1,0:0 0:1 0:2 1:1 2:1,5,5,1
arc-gen,207,3,8,5,2x2,0:0 0:1,0:0 0:1 0:2 1:1 2:1,2,5,0
arc-gen,207,4,8,6,3x3,0:0 0:1,0:0 0:1 0:2 1:1 2:1,2,5,0
arc-gen,208,1,8,2,1x1,0:0 0:1 1:1 2:1,0:0 0:1 1:1 2:1,4,4,1
arc-gen,208,2,8,4,1x1,0:0 0:1,0:0 0:1 1:1 2:1,2,4,0
arc-gen,208,3,8,6,1x1,0:0 0:1,0:0 0:1 1:1 2:1,2,4,0
arc-gen,208,4,8,7,2x2,0:0 0:1,0:0 0:1 1:1 2:1,2,4,0
arc-gen,209,1,4,1,1x1,0:0 1:0,0:0 0:1 1:0,2,3,0
arc-gen,209,2,4,9,2x2,0:0 0:1,0:0 0:1 1:0,2,3,0
arc-gen,209,3,4,6,1x1,0:0 0:1 1:0,0:0 0:1 1:0,3,3,1
arc-gen,209,4,4,3,1x1,0:0 0:1,0:0 0:1 1:0,2,3,0
arc-gen,210,1,3,4,1x1,0:0 1:0,0:0 1:0 1:1 2:0,2,4,0
arc-gen,210,2,3,6,1x1,0:0 1:0 1:1 2:0,0:0 1:0 1:1 2:0,4,4,1
arc-gen,210,3,3,7,2x2,0:0 1:0,0:0 1:0 1:1 2:0,2,4,0
arc-gen,211,1,2,7,3x3,0:0 1:0,0:0 0:1 1:0,2,3,0
arc-gen,211,2,2,9,2x2,0:0 1:0,0:0 0:1 1:0,2,3,0
arc-gen,211,3,2,5,2x2,0:0 1:0,0:0 0:1 1:0,2,3,0
arc-gen,211,4,2,8,1x1,0:0 0:1 1:0,0:0 0:1 1:0,3,3,1
arc-gen,212,1,4,8,3x3,0:0 1:0,0:0 1:0 1:1 1:2,2,4,0
arc-gen,212,2,4,2,1x1,0:0 1:0 1:1 1:2,0:0 1:0 1:1 1:2,4,4,1
arc-gen,213,1,5,2,2x2,0:0 1:0,0:0 1:0 2:0 2:1 2:2,2,5,0
arc-gen,213,2,5,7,1x1,0:0 1:0,0:0 1:0 2:0 2:1 2:2,2,5,0
arc-gen,213,3,5,3,3x3,0:0 1:0,0:0 1:0 2:0 2:1 2:2,2,5,0
arc-gen,213,4,5,4,1x1,0:0 1:0 2:0 2:1 2:2,0:0 1:0 2:0 2:1 2:2,5,5,1
arc-gen,214,1,3,7,1x1,0:0 0:1 0:2,0:0 0:1 0:2,3,3,1
arc-gen,214,2,3,1,2x2,0:0 0:1,0:0 0:1 0:2,2,3,0
arc-gen,214,3,3,2,3x3,0:0 0:1,0:0 0:1 0:2,2,3,0
arc-gen,215,1,8,5,4x4,0:0 1:0,0:0 0:1 1:0,2,3,0
arc-gen,215,2,8,6,1x1,0:0 1:0,0:0 0:1 1:0,2,3,0
arc-gen,215,3,8,2,1x1,0:0 0:1 1:0,0:0 0:1 1:0,3,3,1
arc-gen,216,1,2,9,2x2,0:0 1:0,0:0 1:0 1:1 2:1,2,4,0
arc-gen,216,2,2,3,1x1,0:0 1:0,0:0 1:0 1:1 2:1,2,4,0
arc-gen,216,3,2,5,1x1,0:0 1:0,0:0 1:0 1:1 2:1,2,4,0
arc-gen,216,4,2,6,1x1,0:0 1:0 1:1 2:1,0:0 1:0 1:1 2:1,4,4,1
arc-gen,217,1,4,6,3x3,0:0 0:1,0:0 0:1 0:2 1:1,2,4,0
arc-gen,217,2,4,8,1x1,0:0 0:1,0:0 0:1 0:2 1:1,2,4,0
arc-gen,217,3,4,9,1x1,0:0 0:1,0:0 0:1 0:2 1:1,2,4,0
arc-gen,217,4,4,2,1x1,0:0 0:1 0:2 1:1,0:0 0:1 0:2 1:1,4,4,1
arc-gen,218,1,7,2,1x1,0:0 0:1 1:0,0:0 0:1 1:0,3,3,1
arc-gen,218,2,7,5,1x1,0:0 1:0,0:0 0:1 1:0,2,3,0
arc-gen,218,3,7,6,2x2,0:0 1:0,0:0 0:1 1:0,2,3,0
arc-gen,219,1,4,7,1x1,0:0 1:0,0:0 0:1 1:0 1:1,2,4,0
arc-gen,219,2,4,1,1x1,0:0 1:0,0:0 0:1 1:0 1:1,2,4,0
arc-gen,219,3,4,3,4x4,0:0 0:1,0:0 0:1 1:0 1:1,2,4,0
arc-gen,219,4,4,8,1x1,0:0 0:1 1:0 1:1,0:0 0:1 1:0 1:1,4,4,1
arc-gen,220,1,2,3,1x1,0:0 0:1 0:2 1:0 2:0,0:0 0:1 0:2 1:0 2:0,5,5,1
arc-gen,220,2,2,6,1x1,0:0 0:1,0:0 0:1 0:2 1:0 2:0,2,5,0
arc-gen,221,1,9,7,1x1,0:0 0:1 1:0 2:0 2:1,0:0 0:1 1:0 2:0 2:1,5,5,1
arc-gen,221,2,9,5,1x1,0:0 0:1,0:0 0:1 1:0 2:0 2:1,2,5,0
arc-gen,221,3,9,1,1x1,0:0 0:1,0:0 0:1 1:0 2:0 2:1,2,5,0
arc-gen,221,4,9,3,2x2,0:0 1:0,0:0 0:1 1:0 2:0 2:1,2,5,0
arc-gen,222,1,1,6,1x1,0:0 1:0 1:1 2:1,0:0 1:0 1:1 2:1,4,4,1
arc-gen,222,2,1,8,2x2,0:0 1:0,0:0 1:0 1:1 2:1,2,4,0
arc-gen,222,3,1,2,1x1,0:0 1:0,0:0 1:0 1:1 2:1,2,4,0
arc-gen,222,4,1,7,2x2,0:0 1:0,0:0 1:0 1:1 2:1,2,4,0
arc-gen,223,1,1,4,4x4,0:0 0:1,0:0 0:1 0:2 1:1 2:1,2,5,0
arc-gen,223,2,1,6,3x3,0:0 0:1,0:0 0:1 0:2 1:1 2:1,2,5,0
arc-gen,223,3,1,3,1x1,0:0 0:1 0:2 1:1 2:1,0:0 0:1 0:2 1:1 2:1,5,5,1
arc-gen,224,1,4,6,1x1,0:0 0:1 1:0 1:1 1:2,0:0 0:1 1:0 1:1 1:2,5,5,1
arc-gen,224,2,4,3,3x3,0:0 1:0,0:0 0:1 1:0 1:1 1:2,2,5,0
arc-gen,224,3,4,5,2x2,0:0 0:1,0:0 0:1 1:0 1:1 1:2,2,5,0
arc-gen,225,1,7,9,1x1,0:0 0:1,0:0 0:1 1:0,2,3,0
arc-gen,225,2,7,5,1x1,0:0 0:1 1:0,0:0 0:1 1:0,3,3,1
arc-gen,225,3,7,4,1x1,0:0 1:0,0:0 0:1 1:0,2,3,0
arc-gen,226,1,6,8,1x1,0:0 0:1,0:0 0:1 1:0,2,3,0
arc-gen,226,2,6,4,1x1,0:0 0:1 1:0,0:0 0:1 1:0,3,3,1
arc-gen,227,1,8,1,1x1,0:0 1:0 1:1 1:2 2:1,0:0 1:0 1:1 1:2 2:1,5,5,1
arc-gen,227,2,8,6,2x2,0:0 1:0,0:0 1:0 1:1 1:2 2:1,2,5,0
arc-gen,228,1,8,4,4x4,0:0 1:0,0:0 0:1 1:0 1:1,2,4,0
arc-gen,228,2,8,2,1x1,0:0 1:0,0:0 0:1 1:0 1:1,2,4,0
arc-gen,228,3,8,1,1x1,0:0 0:1 1:0 1:1,0:0 0:1 1:0 1:1,4,4,1
arc-gen,229,1,2,4,2x2,0:0 1:0,0:0 1:0 1:1 1:2 2:0,2,5,0
arc-gen,229,2,2,8,1x1,0:0 1:0 1:1 1:2 2:0,0:0 1:0 1:1 1:2 2:0,5,5,1
arc-gen,230,1,8,6,4x4,0:0 0:1,0:0 0:1 1:0 1:1 2:0,2,5,0
arc-gen,230,2,8,2,1x1,0:0 0:1,0:0 0:1 1:0 1:1 2:0,2,5,0
arc-gen,230,3,8,4,2x2,0:0 0:1,0:0 0:1 1:0 1:1 2:0,2,5,0
arc-gen,230,4,8,9,1x1,0:0 0:1 1:0 1:1 2:0,0:0 0:1 1:0 1:1 2:0,5,5,1
arc-gen,231,1,1,3,2x2,0:0 1:0,0:0 1:0 1:1 2:0 2:1,2,5,0
arc-gen,231,2,1,2,1x1,0:0 1:0 1:1 2:0 2:1,0:0 1:0 1:1 2:0 2:1,5,5,1
arc-gen,232,1,1,5,2x2,0:0 1:0,0:0 1:0 2:0 2:1,2,4,0
arc-gen,232,2,1,7,1x1,0:0 1:0 2:0 2:1,0:0 1:0 2:0 2:1,4,4,1
arc-gen,233,1,9,5,1x1,0:0 0:1,0:0 0:1 0:2 1:0 1:1,2,5,0
arc-gen,233,2,9,7,1x1,0:0 0:1 0:2 1:0 1:1,0:0 0:1 0:2 1:0 1:1,5,5,1
arc-gen,234,1,9,3,4x4,0:0 0:1,0:0 0:1 1:0 2:0,2,4,0
arc-gen,234,2,9,7,1x1,0:0 0:1 1:0 2:0,0:0 0:1 1:0 2:0,4,4,1
arc-gen,235,1,9,3,2x2,0:0 1:0,0:0 0:1 0:2 1:0,2,4,0
arc-gen,235,2,9,6,1x1,0:0 1:0,0:0 0:1 0:2 1:0,2,4,0
arc-gen,235,3,9,5,1x1,0:0 0:1 0:2 1:0,0:0 0:1 0:2 1:0,4,4,1
arc-gen,236,1,6,9,1x1,0:0 1:0,0:0 0:1 0:2 1:0,2,4,0
arc-gen,236,2,6,1,1x1,0:0 0:1 0:2 1:0,0:0 0:1 0:2 1:0,4,4,1
arc-gen,236,3,6,2,1x1,0:0 1:0,0:0 0:1 0:2 1:0,2,4,0
arc-gen,237,1,2,9,1x1,0:0 0:1 1:0 2:0 2:1,0:0 0:1 1:0 2:0 2:1,5,5,1
arc-gen,237,2,2,7,3x3,0:0 1:0,0:0 0:1 1:0 2:0 2:1,2,5,0
arc-gen,238,1,4,9,1x1,0:0 0:1 1:0 1:1,0:0 0:1 1:0 1:1,4,4,1
arc-gen,238,2,4,7,1x1,0:0 0:1,0:0 0:1 1:0 1:1,2,4,0
arc-gen,239,1,6,9,1x1,0:0 0:1,0:0 0:1 0:2 1:0 2:0,2,5,0
arc-gen,239,2,6,4,1x1,0:0 1:0,0:0 0:1 0:2 1:0 2:0,2,5,0
arc-gen,239,3,6,1,1x1,0:0 0:1 0:2 1:0 2:0,0:0 0:1 0:2 1:0 2:0,5,5,1
arc-gen,239,4,6,2,2x2,0:0 0:1,0:0 0:1 0:2 1:0 2:0,2,5,0
arc-gen,240,1,1,7,3x3,0:0 0:1,0:0 0:1 0:2 1:1 1:2,2,5,0
arc-gen,240,2,1,9,1x1,0:0 0:1 0:2 1:1 1:2,0:0 0:1 0:2 1:1 1:2,5,5,1
arc-gen,241,1,7,4,1x1,0:0 0:1 0:2 1:0 2:0,0:0 0:1 0:2 1:0 2:0,5,5,1
arc-gen,241,2,7,6,1x1,0:0 1:0,0:0 0:1 0:2 1:0 2:0,2,5,0
arc-gen,242,1,7,3,1x1,0:0 0:1 1:0 1:1,0:0 0:1 1:0 1:1,4,4,1
arc-gen,242,2,7,5,1x1,0:0 0:1,0:0 0:1 1:0 1:1,2,4,0
arc-gen,242,3,7,8,1x1,0:0 0:1,0:0 0:1 1:0 1:1,2,4,0
arc-gen,242,4,7,2,2x2,0:0 0:1,0:0 0:1 1:0 1:1,2,4,0
arc-gen,243,1,3,8,1x1,0:0 1:0 1:1,0:0 1:0 1:1,3,3,1
arc-gen,243,2,3,7,3x3,0:0 1:0,0:0 1:0 1:1,2,3,0
arc-gen,244,1,6,1,1x1,0:0 1:0,0:0 0:1 1:0 2:0 2:1,2,5,0
arc-gen,244,2,6,3,1x1,0:0 1:0,0:0 0:1 1:0 2:0 2:1,2,5,0
arc-gen,244,3,6,4,1x1,0:0 1:0,0:0 0:1 1:0 2:0 2:1,2,5,0
arc-gen,244,4,6,2,1x1,0:0 0:1 1:0 2:0 2:1,0:0 0:1 1:0 2:0 2:1,5,5,1
arc-gen,245,1,4,6,2x2,0:0 0:1,0:0 0:1 0:2 1:1 2:1,2,5,0
arc-gen,245,2,4,9,1x1,0:0 0:1 0:2 1:1 2:1,0:0 0:1 0:2 1:1 2:1,5,5,1
arc-gen,245,3,4,1,2x2,0:0 0:1,0:0 0:1 0:2 1:1 2:1,2,5,0
arc-gen,246,1,8,9,1x1,0:0 1:0,0:0 0:1 0:2 1:0 1:1,2,5,0
arc-gen,246,2,8,7,1x1,0:0 0:1,0:0 0:1 0:2 1:0 1:1,2,5,0
arc-gen,246,3,8,3,1x1,0:0 0:1 0:2 1:0 1:1,0:0 0:1 0:2 1:0 1:1,5,5,1
arc-gen,247,1,7,5,3x3,0:0 1:0,0:0 1:0 1:1,2,3,0
arc-gen,247,2,7,2,1x1,0:0 1:0,0:0 1:0 1:1,2,3,0
arc-gen,247,3,7,1,1x1,0:0 1:0 1:1,0:0 1:0 1:1,3,3,1
arc-gen,248,1,4,7,3x3,0:0 1:0,0:0 1:0 1:1,2,3,0
arc-gen,248,2,4,5,1x1,0:0 1:0 1:1,0:0 1:0 1:1,3,3,1
arc-gen,248,3,4,8,1x1,0:0 1:0,0:0 1:0 1:1,2,3,0
arc-gen,248,4,4,3,1x1,0:0 1:0,0:0 1:0 1:1,2,3,0
arc-gen,249,1,6,9,2x2,0:0 0:1,0:0 0:1 0:2 1:0 1:2,2,5,0
arc-gen,249,2,6,7,3x3,0:0 1:0,0:0 0:1 0:2 1:0 1:2,2,5,0
arc-gen,249,3,6,8,1x1,0:0 0:1 0:2 1:0 1:2,0:0 0:1 0:2 1:0 1:2,5,5,1
arc-gen,249,4,6,5,3x3,0:0 0:1,0:0 0:1 0:2 1:0 1:2,2,5,0
arc-gen,250,1,9,1,1x1,0:0 1:0,0:0 0:1 0:2 1:0,2,4,0
arc-gen,250,2,9,6,2x2,0:0 1:0,0:0 0:1 0:2 1:0,2,4,0
arc-gen,250,3,9,2,3x3,0:0 1:0,0:0 0:1 0:2 1:0,2,4,0
arc-gen,250,4,9,5,1x1,0:0 0:1 0:2 1:0,0:0 0:1 0:2 1:0,4,4,1
arc-gen,251,1,3,2,1x1,0:0 0:1 0:2 1:0,0:0 0:1 0:2 1:0,4,4,1
arc-gen,251,2,3,8,4x4,0:0 0:1,0:0 0:1 0:2 1:0,2,4,0
arc-gen,251,3,3,5,1x1,0:0 0:1,0:0 0:1 0:2 1:0,2,4,0
arc-gen,252,1,1,5,1x1,0:0 0:1,0:0 0:1 1:0 2:0,2,4,0
arc-gen,252,2,1,6,1x1,0:0 0:1,0:0 0:1 1:0 2:0,2,4,0
arc-gen,252,3,1,7,1x1,0:0 0:1 1:0 2:0,0:0 0:1 1:0 2:0,4,4,1
arc-gen,253,1,5,4,1x1,0:0 0:1 1:1,0:0 0:1 1:1,3,3,1
arc-gen,253,2,5,7,2x2,0:0 0:1,0:0 0:1 1:1,2,3,0
arc-gen,254,1,3,4,1x1,0:0 0:1 0:2 1:0 1:2,0:0 0:1 0:2 1:0 1:2,5,5,1
arc-gen,254,2,3,5,2x2,0:0 1:0,0:0 0:1 0:2 1:0 1:2,2,5,0
arc-gen,254,3,3,2,2x2,0:0 1:0,0:0 0:1 0:2 1:0 1:2,2,5,0
arc-gen,255,1,8,9,1x1,0:0 0:1 0:2 1:2,0:0 0:1 0:2 1:2,4,4,1
arc-gen,255,2,8,1,2x2,0:0 0:1,0:0 0:1 0:2 1:2,2,4,0
arc-gen,255,3,8,4,2x2,0:0 0:1,0:0 0:1 0:2 1:2,2,4,0
arc-gen,256,1,8,3,1x1,0:0 0:1,0:0 0:1 1:0,2,3,0
arc-gen,256,2,8,1,1x1,0:0 0:1 1:0,0:0 0:1 1:0,3,3,1
arc-gen,256,3,8,4,1x1,0:0 0:1,0:0 0:1 1:0,2,3,0
arc-gen,257,1,5,7,1x1,0:0 1:0 2:0 2:1,0:0 1:0 2:0 2:1,4,4,1
arc-gen,257,2,5,6,1x1,0:0 1:0,0:0 1:0 2:0 2:1,2,4,0
arc-gen,258,1,9,8,1x1,0:0 0:1 1:0,0:0 0:1 1:0,3,3,1
arc-gen,258,2,9,3,3x3,0:0 0:1,0:0 0:1 1:0,2,3,0
arc-gen,259,1,9,6,1x1,0:0 0:1,0:0 0:1 0:2 1:2 2:2,2,5,0
arc-gen,259,2,9,7,1x1,0:0 0:1 0:2 1:2 2:2,0:0 0:1 0:2 1:2 2:2,5,5,1
arc-gen,259,3,9,5,2x2,0:0 0:1,0:0 0:1 0:2 1:2 2:2,2,5,0
arc-gen,260,1,2,8,1x1,0:0 1:0 1:1,0:0 1:0 1:1,3,3,1
arc-gen,260,2,2,5,3x3,0:0 1:0,0:0 1:0 1:1,2,3,0
arc-gen,260,3,2,9,1x1,0:0 1:0,0:0 1:0 1:1,2,3,0
arc-gen,260,4,2,4,1x1,0:0 1:0,0:0 1:0 1:1,2,3,0
arc-gen,261,1,2,8,1x1,0:0 1:0,0:0 1:0 2:0,2,3,0
arc-gen,261,2,2,6,1x1,0:0 1:0 2:0,0:0 1:0 2:0,3,3,1
arc-gen,261,3,2,3,1x1,0:0 1:0,0:0 1:0 2:0,2,3,0
