task_id,anchor_score,anchor_cost,anchor_memory,anchor_params,anchor_nodes,anchor_file_size,local_pass,local_total,source_label,source_risk,source_matches,known_match_summary,best_seen_score,best_seen_cost,best_seen_attempt,attempt_count,family_primary,family_tags,family_features,shape_profile,public_tail_tags,pseudo_hidden_status,pseudo_hidden_summary,known_prototypes,known_builders,known_reports,next_allowed_action,priority_score
task195,15.436963,14229,12310,1919,33,5381,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",15.436963,14229,afr1ste_5689_score_n3,76,reduce,reduce,"train=3;test=1;out_smaller,color_subset,color_superset,color_same,reduce",in 16-16x18-18 -> out 9-9x9-9; pal 2->2,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,11
task196,14.618975,32242,32175,67,31,2417,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6080;biohack44_6113;candidate_v2;candidate_v4;current_best_6122;massimiliano_eda111;nadeem_6252,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080",14.618975,32242,afr1ste_5689_score_n3,76,other,other,"train=3;test=1;shape_preserving,color_superset",in 9-15x9-15 -> out 9-15x9-15; pal 2->3,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Defer; revisit through family-level compiler rewrites or new public evidence.,4
task197,14.166556,50688,50672,16,18,1223,3,3,candidate_v4,lb-verified-v4-anchor,biohack44_6080;biohack44_6113;candidate_v2;candidate_v4;current_best_6122;massimiliano_eda111;nadeem_6252,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,biohack44_6080",14.166556,50688,afr1ste_5689_score_n3,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=4;test=1;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 6-12x8-8 -> out 6-12x8-8; pal 8->8,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,5
task198,13.449576,103821,102908,913,51,6979,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",13.449576,103821,afr1ste_5689_score_n3,76,color_fill,color_fill,"train=3;test=1;shape_preserving,color_fill",in 19-29x19-29 -> out 19-29x19-29; pal 4->5,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,18
task199,15.309891,16157,16103,54,22,2948,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",15.309891,16157,afr1ste_5689_score_n3,76,other,other,"train=3;test=1;shape_preserving,color_superset",in 3-9x3-9 -> out 3-9x3-9; pal 4->5,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,11
task200,15.976592,8295,8232,63,36,3689,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v4,"nadeem_6252,octaviograu_6154,biohack44_super",15.976592,8295,candidate_nadeem6252_plus_ours_v3_score_n3,77,other,other,"train=3;test=1;shape_preserving,color_superset",in 10-10x10-10 -> out 10-10x10-10; pal 4->5,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,build_task200.py,task200_handbuild_score.csv,Run or extend pseudo-hidden audit before using the builder.,5
task201,13.562876,92700,92392,308,135,9668,3,3,nadeem_6252,public-anchor-candidate,candidate_v2;nadeem_6252,nadeem_6252,13.562876,92700,candidate_nadeem6252_plus_ours_38_score_n3,76,reduce,reduce,"train=4;test=1;out_smaller,color_subset,color_superset,color_same,reduce",in 13-13x13-13 -> out 4-7x6-8; pal 7->7,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,7
task202,13.258188,125720,125706,14,31,3582,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",13.258188,125720,afr1ste_5689_score_n3,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=4;test=1;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 13-15x13-19 -> out 13-15x13-19; pal 7->7,cost_monster_top30;low_score_bottom30;matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,58
task203,13.631707,86534,85844,690,36,6433,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v2;candidate_v4;current_best_6122,"current_best_6122,candidate_v4",13.631707,86534,candidate_bio_t200_t084_score_n3,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=4;test=1;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 6-12x6-12 -> out 6-12x6-12; pal 8->8,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,7
task204,13.314416,118846,116800,2046,71,11457,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v4,nadeem_6252,13.314416,118846,candidate_nadeem6252_plus_ours_v3_score_n3,76,other,other,"train=5;test=1;shape_preserving,color_superset",in 10-20x10-20 -> out 10-20x10-20; pal 2->4,cost_monster_top30;low_score_bottom30,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,prototype_task204.py,build_task204.py,,Run or extend pseudo-hidden audit before using the builder.,53
task205,13.454482,103313,101591,1722,415,33555,3,3,v4_plus10_compiler2_unique,lb-verified-current-anchor,,"nadeem_6252,candidate_v4",13.454482,103313,candidate_v4_plus10_compiler2_score_n3,76,reduce,reduce,"train=3;test=1;out_smaller,color_subset,reduce",in 16-27x17-23 -> out 6-10x6-9; pal 10->4,v4_plus10_changed,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,8
task206,13.975063,61386,61296,90,39,4022,3,3,v4_plus10_compiler2_unique,lb-verified-current-anchor,,nadeem_6252,13.975063,61386,candidate_v4_plus10_compiler2_score_n3,76,color_remap,color_remap,"train=3;test=1;shape_preserving,color_subset,color_remap",in 8-10x7-9 -> out 8-10x7-9; pal 6->5,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,6
task207,17.463636,1875,1840,35,25,1979,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6080;biohack44_6113;candidate_v2;candidate_v4;current_best_6122;massimiliano_eda111;nadeem_6252,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080",17.463636,1875,afr1ste_5689_score_n3,76,crop,crop,"train=3;test=1;crop,out_smaller,color_subset,color_superset,color_same",in 5-5x5-5 -> out 2-2x2-2; pal 4->4,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,0
task208,13.566031,92408,91886,522,196,15885,3,3,candidate_v4,lb-verified-v4-anchor,biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,biohack44_super,biohack44_6080",13.567493,92273,afr1ste_5689_score_n3,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=3;test=1;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 21-21x21-21 -> out 21-21x21-21; pal 6->6,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,17
task209,13.361711,113356,113191,165,199,12395,3,3,v4_plus10_compiler2_unique,lb-verified-current-anchor,,"nadeem_6252,candidate_v4",13.745379,77236,blend_v360_score,76,reduce,reduce,"train=3;test=1;out_smaller,color_subset,color_superset,color_same,reduce",in 16-17x17-18 -> out 7-11x7-14; pal 6->6,cost_monster_top30;low_score_bottom30;v4_plus10_changed,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,"Open semantic-factory pass: inspect examples, write prototype, then stress-test.",48
task210,21.598803,30,0,30,1,479,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;konbu17_v36;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,konbu17_v36,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",21.598803,30,afr1ste_5689_score_n3,76,tiling,tiling,"train=3;test=1;tile,out_larger,color_subset,color_superset,color_same",in 3-3x3-3 -> out 6-6x3-3; pal 2->2,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,10
task211,17.504458,1800,0,1800,1,7454,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;konbu17_v36;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,konbu17_v36,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",17.504458,1800,afr1ste_5689_score_n3,76,tiling,tiling,"train=3;test=1;tile,out_larger,color_subset,color_superset,color_same",in 3-3x2-2 -> out 9-9x4-4; pal 4->4,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,10
task212,15.792664,9970,9832,138,53,4512,3,3,nadeem_6252,public-anchor-candidate,candidate_v2;nadeem_6252,nadeem_6252,15.792764,9969,afr1ste_5689_score_n3,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=2;test=1;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 10-10x10-10 -> out 10-10x10-10; pal 4->4,public_slowest,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,0
task213,14.177884,50117,49897,220,392,26541,3,3,v4_plus10_compiler2_unique,lb-verified-current-anchor,,nadeem_6252,14.177884,50117,candidate_nadeem6252_plus_ours_v3_score_n3,76,reduce,reduce,"train=3;test=1;out_smaller,color_subset,reduce",in 12-18x10-15 -> out 3-6x3-6; pal 8->6,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,5
task214,17.504458,1800,0,1800,1,7454,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;konbu17_v36;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,konbu17_v36,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",17.504458,1800,afr1ste_5689_score_n3,76,color_remap,color_remap,"train=3;test=1;shape_preserving,color_subset,color_remap",in 3-3x11-11 -> out 3-3x11-11; pal 9->8,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,10
task215,14.721713,29094,28982,112,20,1688,3,3,v4_plus10_compiler2_unique,lb-verified-current-anchor,,"nadeem_6252,candidate_v4",14.721713,29094,candidate_v4_plus10_compiler2_score_n3,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=2;test=1;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 10-15x12-19 -> out 10-15x12-19; pal 3->3,v4_plus10_changed,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,3
task216,13.449663,103812,103712,100,276,11049,3,3,biohack44_6113,safe-source,biohack44_6067;biohack44_6080;biohack44_6113;candidate_v2;haoranran_6100;massimiliano_eda111;nadeem_6252,"nadeem_6252,biohack44_6113,biohack44_6067,massimiliano_eda111,haoranran_6100,biohack44_6080",13.451978,103572,afr1ste_5689_score_n3,76,crop,crop,"train=3;test=1;crop,out_smaller,color_subset",in 20-20x20-20 -> out 5-9x6-17; pal 3->2,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,8
task217,15.206104,17924,17901,23,18,1350,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v2;candidate_v4;nadeem_6252,"nadeem_6252,candidate_v4",15.206104,17924,candidate_nadeem6252_plus_ours_38_score_n3,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=3;test=1;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 9-9x9-9 -> out 9-9x9-9; pal 4->4,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,2
task218,14.948006,23202,23158,44,137,9594,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",14.948006,23202,afr1ste_5689_score_n3,76,reduce,reduce,"train=3;test=1;out_smaller,color_subset,reduce",in 21-21x21-21 -> out 2-3x2-3; pal 8->7,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,12
task219,13.681837,82303,82206,97,393,17210,3,3,v4_plus10_compiler2_unique,lb-verified-current-anchor,,nadeem_6252,14.218173,48138,afr1ste_6284_score_n1,76,other,other,"train=3;test=1;shape_preserving,color_superset",in 15-15x10-10 -> out 15-15x10-10; pal 2->3,public_overfit_risk,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,prototype_task219.py,build_task219.py,task219_full_cost.json,Avoid visible-family lookup staging; generalize the closed Python rule against pseudo-hidden shape families.,32
task220,18.197605,900,0,900,1,3798,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",18.197605,900,afr1ste_5689_score_n3,76,other,other,"train=4;test=1;shape_preserving,color_superset",in 6-16x6-16 -> out 6-16x6-16; pal 4->7,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,10
task221,14.069307,55865,50837,5028,28,13313,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v2;candidate_v4;current_best_6122,"current_best_6122,candidate_v4",14.069307,55865,candidate_bio_t200_t084_score_n3,76,tiling,tiling,"train=4;test=1;tile,out_larger,color_subset,color_superset,color_same",in 3-3x3-3 -> out 9-18x9-18; pal 5->5,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,5
task222,14.031198,58035,57948,87,21,2578,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",14.031198,58035,afr1ste_5689_score_n3,76,color_remap,color_remap,"train=3;test=1;shape_preserving,color_subset,color_remap",in 16-16x16-16 -> out 16-16x16-16; pal 10->4,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,16
task223,17.504458,1800,0,1800,1,7454,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;konbu17_v36;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,konbu17_v36,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",17.504458,1800,afr1ste_5689_score_n3,76,tiling,tiling,"train=2;test=1;tile,out_larger,color_subset,color_superset,color_same",in 3-3x3-3 -> out 9-9x9-9; pal 5->5,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,10
task224,14.274049,45522,45340,182,55,4199,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v2;candidate_v4;current_best_6122;nadeem_6252,"current_best_6122,nadeem_6252,candidate_v4",14.275456,45458,afr1ste_5689_score_n3,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=3;test=1;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 12-15x13-14 -> out 12-15x13-14; pal 5->5,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,5
task225,15.687284,11078,10428,650,40,5688,3,3,nadeem_6252,public-anchor-candidate,afr1ste_5689;candidate_v2;nadeem_6252,"nadeem_6252,afr1ste_5689",15.687284,11078,afr1ste_5689_score_n3,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=3;test=1;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 6-6x6-6 -> out 6-6x6-6; pal 10->10,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,0
task226,16.376826,5559,5408,151,39,3203,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6080;biohack44_6113;candidate_v2;candidate_v4;current_best_6122;massimiliano_eda111;nadeem_6252,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080",16.376826,5559,afr1ste_5689_score_n3,76,other,other,"train=3;test=1;shape_preserving,color_superset",in 10-10x10-10 -> out 10-10x10-10; pal 2->5,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Defer; revisit through family-level compiler rewrites or new public evidence.,0
task227,17.018267,2927,2880,47,14,1135,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6080;biohack44_6113;candidate_v2;candidate_v4;current_best_6122;massimiliano_eda111;nadeem_6252,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080",17.018267,2927,afr1ste_5689_score_n3,76,reduce,reduce,"train=4;test=1;out_smaller,reduce",in 8-8x4-4 -> out 4-4x4-4; pal 3->2,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,0
task228,14.869935,25086,25008,78,61,2649,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6080;biohack44_6113;candidate_v2;candidate_v4;current_best_6122;massimiliano_eda111;nadeem_6252,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080",14.869935,25086,afr1ste_5689_score_n3,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=3;test=1;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 10-10x10-10 -> out 10-10x10-10; pal 10->10,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,3
task229,17.749364,1409,1364,45,14,1379,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6080;biohack44_6113;candidate_v2;candidate_v4;current_best_6122;massimiliano_eda111;nadeem_6252,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080",17.749364,1409,afr1ste_5689_score_n3,76,color_fill,color_fill,"train=4;test=1;shape_preserving,color_fill",in 3-3x3-3 -> out 3-3x3-3; pal 5->4,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,0
task230,18.197605,900,0,900,1,3798,0,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",18.197605,900,afr1ste_5689_score_n3,76,other,other,"train=3;test=1;shape_preserving,color_superset",in 10-15x10-15 -> out 10-15x10-15; pal 2->6,local_visible_not_full_pass;matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,10
task231,14.448886,38220,38118,102,50,4473,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v2;candidate_v4;current_best_6122,"current_best_6122,candidate_v4",14.448886,38220,candidate_bio_t200_t084_score_n3,76,tiling,tiling,"train=3;test=1;tile,out_larger,color_subset,color_superset,color_same",in 5-5x6-8 -> out 5-5x12-16; pal 5->5,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,4
task232,14.707956,29497,29428,69,29,1616,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6080;biohack44_6113;candidate_v2;candidate_v4;current_best_6122;massimiliano_eda111;nadeem_6252,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080",14.707956,29497,afr1ste_5689_score_n3,76,other,other,"train=3;test=1;shape_preserving,color_superset",in 7-10x8-12 -> out 7-10x8-12; pal 5->6,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Defer; revisit through family-level compiler rewrites or new public evidence.,3
task233,10.812401,1450762,1444504,6258,2141,271505,3,3,v4_plus10_compiler2_unique,lb-verified-current-anchor,,"nadeem_6252,octaviograu_6154,biohack44_super",13.767556,75542,blend_v360_score,76,reduce,reduce,"train=3;test=1;out_smaller,color_subset,reduce",in 16-24x10-19 -> out 8-17x8-9; pal 7->6,public_bottom15;public_big_gap;cost_monster_top30;low_score_bottom30,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,prototype_task233.py,build_task233.py,task233_baseline.json;task233_init.json;task233_v2.json;task233_v3.json;task233_v4.json,Run or extend pseudo-hidden audit before using the builder.,132
task234,13.689154,81703,81621,82,58,4106,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v2;candidate_v4;nadeem_6252,"nadeem_6252,candidate_v4",13.689154,81703,candidate_nadeem6252_plus_ours_38_score_n3,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=3;test=1;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 13-17x14-19 -> out 13-17x14-19; pal 5->5,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,7
task235,17.810078,1326,1212,114,35,4028,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v2;candidate_v4;current_best_6122,"current_best_6122,candidate_v4",17.810078,1326,candidate_bio_t200_t084_score_n3,76,reduce,reduce,"train=4;test=1;out_smaller,color_disjoint,reduce",in 4-4x14-14 -> out 3-3x3-3; pal 2->4,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,0
task236,18.536971,641,640,1,10,619,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v4,nadeem_6252,18.536971,641,candidate_nadeem6252_plus_ours_v3_score_n3,76,reduce,reduce,"train=4;test=1;out_smaller,reduce",in 9-9x4-4 -> out 4-4x4-4; pal 4->2,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,0
task237,15.430308,14324,14283,41,25,1637,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6080;biohack44_6113;candidate_v2;candidate_v4;current_best_6122;massimiliano_eda111;nadeem_6252,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080",15.430308,14324,afr1ste_5689_score_n3,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=4;test=1;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 3-7x3-6 -> out 3-7x3-6; pal 7->7,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,1
