task_id,v2_sha256,v2_score,v2_source_label,v2_risk_label,matches_current_best_6122,matches_nadeem_6252,matches_candidate_v4,matches_biohack44_6113,matches_biohack44_6067,matches_konbu17_v36,matches_afr1ste_6335,matches_octaviograu_6154,matches_needless090_v31,matches_cdeotte,matches_yash9439,matches_jsrdcht_6029,matches_massimiliano_eda111,matches_octavi_6042,matches_haoranran_6100,matches_afr1ste_5689,matches_biohack44_super,matches_biohack44_6080,matches_biohack44_superior,known_match_summary
task172,aa923630b6479cf1a1f5e7b7bfe2e4947e1c8ba8edba4f31d250b0b2f0c98dde,21.598803,current_best_6122,lb-verified-current-best,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,konbu17_v36,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task173,6422b0cd8c4551cb02c6733546b9d7f1b9130a0e4e58c7132e4791558a968ec7,12.926071,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"nadeem_6252,octaviograu_6154,biohack44_super"
task174,4501407339b9e160ae271315971c5baa39151bb8f252ce075fee7e027ffb1686,14.140636,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"nadeem_6252,octaviograu_6154,biohack44_super"
task175,81360eed1239cc5100375c4c1bd3261ee37f752a50e42166236e158e5ad5ac31,13.619235,current_best_6122,lb-verified-current-best,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"current_best_6122,candidate_v4"
task176,e323248617622d6f3ec11b2d387952fea83ecc2fed3bdb998ca12143a2168c6b,16.022854,current_best_6122,lb-verified-current-best,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080"
task177,cf49f3845c907c5c58bfc44858a09562b29c11f7bc05ec633f96e70552287949,13.978196,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nadeem_6252
task178,4da8ed1ed0676bf74ff1db264eee36e5a51569d8bfd9726b145975fb852cb357,14.713600,current_best_6122,lb-verified-current-best,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080"
task179,bde695a21a93b9e2084a9b7e8a8bee5f2cdc694baa71a12d1c34ae921a89cb87,25.000000,current_best_6122,lb-verified-current-best,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,konbu17_v36,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task180,8f6b55aa41b48daa3c5bde2cf091752666c75e5b3b9acd0b61ce5c378a8988a7,16.084031,current_best_6122,lb-verified-current-best,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,"current_best_6122,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080"
task181,d5e423513a6d975dcf970b7fa00306491312801ed8b9c3232bddaa05e5217ae9,17.914936,current_best_6122,lb-verified-current-best,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task182,a4c0113b16fd5a5b05d55505920cc5ce2a3f44b02eb252331c82630ae44592ef,14.228887,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nadeem_6252
task183,46ceea84568fb834441d4df8e55844ba3122e38f8a91006e113ea40c89bebb55,14.879226,current_best_6122,lb-verified-current-best,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"current_best_6122,candidate_v4"
task184,e2dcc9362cac03db34174d9cfe83b4528b95b776befd30fdd1cdc73bfb758161,14.432408,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nadeem_6252
task185,dbc48d1e31979b5114d5df411783ca8989f9ae9c4bd063f24eb529ea5d5b1dae,14.004858,nadeem_6252,public-anchor-candidate,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"nadeem_6252,candidate_v4,octaviograu_6154,biohack44_super"
task186,5f12ebe1ba6f496ac5712d9d6c43d990aba0f2edfb4474275efbbbce95cef086,19.102846,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nadeem_6252
task187,a12ff26344d3636a415f318272f96b57a7e6c98ebd9e5bd92bc9465f8ff342d7,13.435308,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"nadeem_6252,afr1ste_5689"
task188,b5aedf9a8411d84cd20d8bded8746b6a16044a019d7d5352e049a9c98ef96837,15.725371,current_best_6122,lb-verified-current-best,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,"current_best_6122,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080"
task189,8feb91f1cc27fca0b315416ca074d36c658d8f9683b58d95609bba625e80b4ad,14.887508,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nadeem_6252
task190,0a31ba38881a6fc4af83224d1aa59f0a876aea5808f55f95707b8c5975ac4c06,15.675974,current_best_6122,lb-verified-current-best,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task191,bed11bcd1fa6de9d41351306ee799f453ed8ddb089b72f5a421af02ae8d88e8c,13.602800,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nadeem_6252
task192,02da2ed1d0363997e45f8c5bfe6fef9b8de614300b6189a91ffc9a8d49a37a05,14.141617,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nadeem_6252
task193,1184ed012012ee9bc87677fea86382acea9bc6b8979f087a5b3500492d6138dd,14.109558,current_best_6122,lb-verified-current-best,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task194,5a188032e9933c63bea9816c0846001d769eb356d00653af9e5e766ff62bb53b,17.504458,current_best_6122,lb-verified-current-best,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,konbu17_v36,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task195,ba4b722b42ea9bdbffbe4fcf38c90d387045eee91e245e77f502c246c158e0dd,15.436963,current_best_6122,lb-verified-current-best,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task196,89719c41cdbc1176e45d78565003ab2f9feb673cd43fcf7fef4c3ff8a4a302e1,14.618975,current_best_6122,lb-verified-current-best,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080"
task197,d2fb46801935583882f6a460471b563ccee60a53661cb17003fc2b60f17ba1ea,14.166556,current_best_6122,lb-verified-current-best,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,biohack44_6080"
task198,a1cd099e3d965fb4506eded8d4bde77ea202357df70e9212b36911ca002c8cb1,13.449576,current_best_6122,lb-verified-current-best,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task199,7f8ae82add1995ce631f2596ebf18e50b694cb8ec8d56a776cb6b1f393d891fa,15.309891,current_best_6122,lb-verified-current-best,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task200,3db82e421fb1700c12efd717427c8530ccb8c8b610c32b22b6ae170655c00c8e,15.975267,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"nadeem_6252,octaviograu_6154,biohack44_super"
task201,38bd02d717e5ab0a9e14bc97fdda66c68e8a52c2b2686fbb9411671b3abf5da8,13.562876,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nadeem_6252
task202,548ea01a96ba723d596f57386963dc208eac1c74ee9c8ad978597704d8065f5d,13.258188,current_best_6122,lb-verified-current-best,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task203,5e20d646f42a0e37716c52947ac6230d99af86046000ae1df17b6bc17e0f4311,13.631707,current_best_6122,lb-verified-current-best,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"current_best_6122,candidate_v4"
task204,ba4ffbc5c9eef0b8cdd6718a27b6cbdd935d550ffba5f90c34d687d2d4595565,13.307707,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nadeem_6252
task205,dfd08e391e2f0ca84fc0efe2a0fb96c8914cd0c3f7eefebc8c36de45e2c92553,13.370955,nadeem_6252,public-anchor-candidate,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"nadeem_6252,candidate_v4"
task206,1ac8f234abad1624589f9b5ba6a54874c1fa67de670126f5adb9071b1ddb9e55,13.975047,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nadeem_6252
task207,eb31b69d46ecc34c73b17ad80493c10002468aa9196475e6c9e12fcf46ff8235,17.463636,current_best_6122,lb-verified-current-best,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080"
task208,5d341124008dfd310bc5a123793ff6f9beaeead1fd98692f86f798a8f1e3f4a1,13.566031,current_best_6122,lb-verified-current-best,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,biohack44_super,biohack44_6080"
task209,526096cdb412105c0c63b13deae79e4fe0e8dd534f55f1f79315e19f2b58699c,13.285310,nadeem_6252,public-anchor-candidate,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"nadeem_6252,candidate_v4"
task210,aa923630b6479cf1a1f5e7b7bfe2e4947e1c8ba8edba4f31d250b0b2f0c98dde,21.598803,current_best_6122,lb-verified-current-best,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,konbu17_v36,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task211,3c58a51ab06ee25bf3c54539284f6def4bc6e10c364246d45f5533df0905fd17,17.504458,current_best_6122,lb-verified-current-best,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,konbu17_v36,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task212,e0d35281ab42a5512d94c197cd35136e014ae6e7ed1a41b07e9ee2016119e2fc,15.792664,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nadeem_6252
task213,77849bbf09f61adb69146af9461c7912abc314e3cb87e9c103a63f33fd7091cb,14.175732,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nadeem_6252
task214,476030b9c3c916862c896b22ae9f1ee46d6bedd703bd39deeb4fe1a9a7cf6c54,17.504458,current_best_6122,lb-verified-current-best,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,konbu17_v36,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task215,ad1e975b6e82508de2e208bb5877eb3d7a2c9d9a0cebf7b9dd4911a4078af377,14.452188,nadeem_6252,public-anchor-candidate,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"nadeem_6252,candidate_v4"
task216,8736d30a18de065d1250ea21affacb0eccba6097e3139d7e8ebfee451365a4d4,13.449663,nadeem_6252,public-anchor-candidate,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,"nadeem_6252,biohack44_6113,biohack44_6067,massimiliano_eda111,haoranran_6100,biohack44_6080"
task217,2f029d300d82fefb5d96fa4be293ae596ae1de0026dacc64e63b73ed6b788d33,15.206104,nadeem_6252,public-anchor-candidate,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"nadeem_6252,candidate_v4"
task218,14bb6c5e5fa3712e4f556142985fa03de40ba2accd475bb596ee538d3c10c60e,14.948006,current_best_6122,lb-verified-current-best,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task219,d57f742eeae01c44819c92cb474062dbcba00db96b32ed99363a677479b2e02f,13.647431,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nadeem_6252
task220,924ca3ff6b3c2190ebdd92b73e0c33ac441a7e64b5924bb34b2faa596a40dd55,18.197605,current_best_6122,lb-verified-current-best,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task221,997f4a5baa3b8c19ac1f9b62918fba1c4d8ade1e9bc43b277d4051f3dc09bc96,14.069307,current_best_6122,lb-verified-current-best,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"current_best_6122,candidate_v4"
task222,f82b35de1de8377a5dd17f94de623872a1021443ff972be6e0765c6d21c5595a,14.031198,current_best_6122,lb-verified-current-best,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task223,51cd95a032c661ce28fa653ad0e727fb33cf6a709a5747e02a8ab323190ae968,17.504458,current_best_6122,lb-verified-current-best,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,konbu17_v36,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task224,1e4af401b9b3fe63a2cb91cb665445ec3c54bc3c6b116d921d049b210a151c08,14.274049,current_best_6122,lb-verified-current-best,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"current_best_6122,nadeem_6252,candidate_v4"
task225,29a76e5536c419ef3e3747f899f51614ee6699ad35ad5fb9b073ba5d5f52d257,15.687284,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"nadeem_6252,afr1ste_5689"
task226,5d115fec7e34ea6013b743620d1addba979258bf37902350608a4c3438346438,16.376826,current_best_6122,lb-verified-current-best,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080"
task227,1c70db9caee31b32d02ae1630c5ef3991ddbf82fedb750d43b515fab048d6dec,17.018267,current_best_6122,lb-verified-current-best,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080"
task228,a8a923f21fecee5512861159a89a0ecf2a9f276985c45face926d3b953bdb4fe,14.869935,current_best_6122,lb-verified-current-best,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080"
task229,acbf2dc745d4a717148c274f1e25cdd3fce8e718787f72530d661d60044ad805,17.749364,current_best_6122,lb-verified-current-best,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080"
task230,1444325f9990947c4e2b6bd66f2ce611d8efc4be97b595c4bf2ad63e9e166ad0,18.197605,current_best_6122,lb-verified-current-best,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task231,1efb149ef1446460b1cfefffe74d5270b10fdf5ad49235c5056a1df43b7891fe,14.448886,current_best_6122,lb-verified-current-best,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"current_best_6122,candidate_v4"
task232,b416c4b9864f9c0ee3021d3e0d536638459295310003e1612ea60837e5e1fc02,14.707956,current_best_6122,lb-verified-current-best,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080"
task233,d4c2341f9ab79e4277042f6098169402b5c12b4d97c66e4ad11ee38e03404992,10.677923,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"nadeem_6252,octaviograu_6154,biohack44_super"
task234,89328211cfc49e1d6b7788e2c884ed883a744cf19e27a7b8393aa0d1549217b6,13.689154,nadeem_6252,public-anchor-candidate,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"nadeem_6252,candidate_v4"
task235,145a71990206ef301f3afe77bf333b27bcf2298f5cc1bb3c7340933ef7cf059b,17.810078,current_best_6122,lb-verified-current-best,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"current_best_6122,candidate_v4"
task236,2e59dc4336de1e1fb4014ca0b81f2777c0a9fd808fbee3c5d54770d6ade5bbfe,18.533855,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nadeem_6252
task237,9d3baf9e04284ace2238abe88eae62477296ee34499efa7b0146d799717804fc,15.430308,current_best_6122,lb-verified-current-best,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080"
task238,3208dbc8cec5a6a6874fb45bdf74920c0447b6b2745454a2ca76efdd5aa83d45,13.927566,current_best_6122,lb-verified-current-best,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task239,2abd421624d88b12e8a63904b214d06678543cf0231b040cc10fec704aac503f,13.525015,current_best_6122,lb-verified-current-best,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,biohack44_super,biohack44_6080"
task240,bda05f96847ed565be978b76b47136a6bb20b09fc1dd04053bfd1b4222485694,14.765519,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nadeem_6252
task241,bde695a21a93b9e2084a9b7e8a8bee5f2cdc694baa71a12d1c34ae921a89cb87,25.000000,current_best_6122,lb-verified-current-best,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,konbu17_v36,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task242,beed8e7a6b84fa7c89b7d5ec9cba5867a87a8ac3b612eee21d427fb75c0223b0,15.090580,nadeem_6252,public-anchor-candidate,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"nadeem_6252,candidate_v4"
task243,8c58cc318fa9f59c3692654d50085f7b92b0511a745028cf7bca8bfc694b9ca1,13.401200,nadeem_6252,public-anchor-candidate,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"nadeem_6252,candidate_v4"
task244,12974cd83da15658ad0e0fe3b624c0b705d56b763e2925eda0818540265e7af8,14.633345,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"nadeem_6252,octaviograu_6154,biohack44_super"
task245,9a7e78ac605c6378be3f47d88a35aae0e1cf73ab864258254dd4987e43d54c37,14.724432,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"nadeem_6252,octaviograu_6154,biohack44_super"
task246,379b5a73e3dee6f56eedab3ab0bd0ed8414179c6e7ae1edd0a948060d6401309,15.497662,current_best_6122,lb-verified-current-best,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task247,19562cb18f62167e2ce8c355377d9b1a3136c17fb7116b8c9110b15d4734e4dc,14.993279,current_best_6122,lb-verified-current-best,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,massimiliano_eda111,octavi_6042,haoranran_6100,biohack44_6080"
task248,1cc5ba184903e8307ed5ba4d36263e3487d7beec6142f401fc6d0424e70f1e18,16.120945,current_best_6122,lb-verified-current-best,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,biohack44_super,biohack44_6080"
task249,e6e58b07a2f88477f9f6bff875df198bf57830236bdd036ac5460ab1c6ccabaf,15.740965,current_best_6122,lb-verified-current-best,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,biohack44_6080"
task250,a597d41fb3635cef1fb65c5c4818682efa2468a8b8b38ce1e86c82df9be4df2a,15.595657,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nadeem_6252
task251,82d350374d90693c70187cdf979ebb574c69cda11c9c56813abeb372eed8e78f,13.481291,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nadeem_6252
task252,f94f1914ddc282177a848c90a7aac926b6095d8fffc5a863c722843121c979c3,14.453028,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nadeem_6252
task253,2538ea53b1aad1e6365055ee14f48dccb49ef632cce416086075b33d42366bad,14.215455,current_best_6122,lb-verified-current-best,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task254,cce96782d9b4b1065b63ebb4a84c1ba6253724c3cd2a387838d205cf71eaae5f,16.018318,current_best_6122,lb-verified-current-best,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,"current_best_6122,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080"
task255,e6ed6b4ff01e155169486c7b822db244629ebc48a8b802870d51af90aa2cb5c6,10.661366,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"nadeem_6252,octaviograu_6154,biohack44_super"
task256,c62955c5ac4951f368900ad06f3a5ed4fa9817b2e3f8f0a049b5ef354c21fc4f,15.041882,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nadeem_6252
task257,316eaaf4e1a47569341378a8a58e40559f938a7fe5ae659867c0f2117bf8e021,18.018065,current_best_6122,lb-verified-current-best,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080"
task258,9cf85f5ef87760197eaab665af872adc9c2a38a6b9c2133f506deb1e51402d09,19.924826,current_best_6122,lb-verified-current-best,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,afr1ste_5689"
task259,cd8f2883b4e59672ccd19f5a5b45fc92a1c48a4e736beaa179e62ce6d6dd7a07,16.169018,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"nadeem_6252,octaviograu_6154,biohack44_super"
