task_id,file_size,node_count,init_count,init_bytes,init_byte_ratio,biggest_init_bytes,biggest_init_name,biggest_init_size,biggest_init_dtype,big_init_count_4k,big_init_count_64k,big_init_count_512k,has_fp16,has_lookup_ops,ops_top,ops_total,risk_score,risk_flags
task024,3233,27,11,505,0.1562,225,zero_map_b,225,bool,0,0,0,0,0,"Cast:7, And:5, Slice:4, Or:4, ReduceMax:3",27,0.0,
task050,2006,21,9,425,0.2119,225,zero_map_b,225,bool,0,0,0,0,0,"Cast:8, CumSum:4, And:3, Slice:2, Or:1",21,0.0,
task117,10734,74,40,1454,0.1355,225,Constant_6_output,225,uint8,0,0,0,0,0,"Slice:12, Equal:12, And:10, Cast:8, Where:8",74,0.0,
task125,3032,28,10,397,0.1309,225,zero_b,225,bool,0,0,0,0,0,"And:7, Greater:6, Sub:4, Not:3, CumSum:2",28,0.0,
task271,1993,22,10,376,0.1887,168,v6,21,int64,0,0,0,0,0,"Gather:6, Conv:4, Where:2, Squeeze:2, Greater:1",22,0.0,
task353,3244,31,13,520,0.1603,168,zero_b,168,bool,0,0,0,0,0,"ReduceSum:8, Mul:4, Slice:3, Cast:3, Sub:2",31,0.0,
task038,2357,16,13,416,0.1765,160,zeros_8ch,40,float32,0,0,0,0,0,"Slice:4, Mul:3, Sub:2, Relu:2, ReduceSum:1",16,0.0,
task056,1515,7,10,492,0.3248,160,output_bank,40,float32,0,0,0,0,0,"Slice:1, ReduceSum:1, Reshape:1, MatMul:1, ArgMax:1",7,0.0,
task032,2347,19,10,340,0.1449,144,zero_data,36,float32,0,0,0,0,0,"Sub:3, ReduceSum:2, Cast:2, Slice:1, Conv:1",19,0.0,
task106,2939,13,16,621,0.2113,144,Constant_10_output,36,int32,0,0,0,0,0,"Reshape:3, Slice:2, Equal:2, ArgMax:1, Cast:1",13,0.0,
task134,7220,68,25,520,0.072,144,ar18,18,int64,0,0,0,0,0,"Where:8, Slice:6, Reshape:6, Sub:6, Equal:6",68,0.0,
task067,892,7,4,132,0.148,120,W_cum,30,float32,0,0,0,0,0,"ReduceMax:1, Conv:1, ReduceSum:1, Div:1, Sum:1",7,0.0,
task205,48510,671,58,892,0.0184,120,ridx30,30,float32,0,0,0,0,0,"Mul:205, Sub:84, ReduceMax:80, Sum:58, ReduceMin:50",671,0.0,
task114,4719,26,21,771,0.1634,100,Constant_13_output,25,int32,0,0,0,0,0,"Cast:5, Reshape:4, Slice:3, Equal:3, Where:3",26,0.0,
task336,5276,54,12,369,0.0699,100,zero_chan,100,bool,0,0,0,0,0,"And:10, Equal:8, Greater:7, ReduceMax:6, Cast:5",54,0.0,
task348,3000,29,12,324,0.108,100,zero_b,100,bool,0,0,0,0,0,"And:4, ReduceMax:3, Mul:3, Sub:3, Not:3",29,0.0,
task356,2344,21,10,272,0.116,100,zero_b,100,bool,0,0,0,0,0,"Greater:5, Sub:4, CumSum:2, ReduceSum:2, And:2",21,0.0,
task320,2183,19,11,424,0.1942,99,zero_chan,99,bool,0,0,0,0,0,"And:3, Slice:2, Greater:2, CumSum:2, Gather:2",19,0.0,
task084,2820,23,14,386,0.1369,84,row_idx_21,21,float32,0,0,0,0,0,"And:4, Where:4, Less:3, Equal:3, Sub:2",23,0.0,
task141,2345,21,10,340,0.145,84,pos_r,21,float32,0,0,0,0,0,"ReduceSum:4, Cast:2, Mul:2, Sub:2, Abs:2",21,0.0,
task139,3865,33,22,814,0.2106,81,zero_chan,81,bool,0,0,0,0,0,"Slice:9, Pad:9, Or:9, And:2, Not:2",33,0.0,
task016,158,1,1,80,0.5063,80,idx_val,10,int64,0,0,0,0,0,Gather:1,1,0.0,
task174,61839,790,24,540,0.0087,80,v9,10,int64,0,0,0,0,0,"Gather:100, Sub:74, Mul:73, Less:64, Unsqueeze:54",790,0.0,
task247,2056,25,6,208,0.1012,80,v2,10,int64,0,0,0,0,0,"Less:4, Gather:3, Cast:3, ReduceSum:2, ReduceMax:2",25,0.0,
task276,217,1,1,80,0.3687,80,idx,10,int64,0,0,0,0,0,Gather:1,1,0.0,
task309,217,1,1,80,0.3687,80,idx,10,int64,0,0,0,0,0,Gather:1,1,0.0,
task333,4379,55,19,340,0.0776,80,v6,10,int64,0,0,0,0,0,"Gather:9, CumSum:8, Equal:8, Cast:8, Less:4",55,0.0,
task337,159,1,1,80,0.5031,80,idx_val,10,int64,0,0,0,0,0,Gather:1,1,0.0,
task041,2228,18,6,216,0.0969,72,split_9x1,9,int64,0,0,0,0,0,"Or:8, CumSum:2, Cast:2, Slice:1, And:1",18,0.0,
task008,7667,78,21,321,0.0419,64,pad_to_30,8,int64,0,0,0,0,0,"Sub:12, ReduceMax:8, Mul:8, Sum:8, Less:8",78,0.0,
task031,3417,26,13,412,0.1206,64,col_offsets,8,int64,0,0,0,0,0,"ArgMax:4, Where:3, ReduceSum:2, Greater:2, Cast:2",26,0.0,
task039,1913,14,9,220,0.115,64,pads,8,int64,0,0,0,0,0,"ReduceSum:2, Greater:2, Cast:2, ArgMax:2, Add:2",14,0.0,
task045,1438,11,12,212,0.1474,64,pad_to_30,8,int64,0,0,0,0,0,"Slice:3, Mul:2, Cast:2, ReduceSum:1, Greater:1",11,0.0,
task063,3709,34,13,244,0.0658,64,pad_to_external,8,int64,0,0,0,0,0,"Slice:5, Sub:5, ReduceMax:4, Sum:4, Relu:4",34,0.0,
task074,1824,18,13,276,0.1513,64,pad_shift_w,8,int64,0,0,0,0,0,"Slice:6, Transpose:4, Pad:3, ArgMax:1, Cast:1",18,0.0,
task081,3749,35,17,518,0.1382,64,pad_to_30,8,int64,0,0,0,0,0,"Slice:9, Pad:9, And:9, Or:4, Not:2",35,0.0,
task087,474,2,5,128,0.27,64,output_pads,8,int64,0,0,0,0,0,"Slice:1, Pad:1",2,0.0,
task111,1499,15,8,200,0.1334,64,pads_27,8,int64,0,0,0,0,0,"Add:3, Slice:2, ReduceSum:2, ArgMax:2, Reshape:2",15,0.0,
task140,474,2,5,128,0.27,64,output_pads,8,int64,0,0,0,0,0,"Slice:1, Pad:1",2,0.0,
task181,3083,21,21,586,0.1901,64,pad_left_mirror,8,int64,0,0,0,0,0,"Slice:5, Greater:4, Pad:3, And:2, Or:2",21,0.0,
task190,8781,63,40,1360,0.1549,64,pad_block_TL,8,int64,0,0,0,0,0,"Pad:18, Slice:17, Or:16, And:4, Conv:2",63,0.0,
task199,2948,22,14,324,0.1099,64,pad_shift_down,8,int64,0,0,0,0,0,"Cast:3, ReduceSum:3, Slice:2, ReduceMax:2, Equal:2",22,0.0,
task248,2328,23,11,222,0.0954,64,pad_to_30,8,int64,0,0,0,0,0,"Sub:5, And:3, ReduceSum:2, Mul:2, Abs:2",23,0.0,
task259,3882,30,15,332,0.0855,64,pads,8,int64,0,0,0,0,0,"ArgMax:4, Where:4, Gather:3, Slice:2, ReduceSum:2",30,0.0,
task273,2414,22,13,233,0.0965,64,pad_to_30,8,int64,0,0,0,0,0,"CumSum:6, Greater:5, And:4, Slice:1, Not:1",22,0.0,
task287,1686,22,13,209,0.124,64,pad_to_30,8,int64,0,0,0,0,0,"Slice:7, Or:3, Equal:2, And:2, ArgMax:1",22,0.0,
task312,1202,8,9,152,0.1265,64,pad_to_30,8,int64,0,0,0,0,0,"Slice:3, Cast:3, Where:1, Pad:1",8,0.0,
task316,5537,49,15,228,0.0412,64,pads,8,int64,0,0,0,0,0,"Mul:11, ReduceSum:11, Equal:9, Where:9, Concat:4",49,0.0,
task352,1398,11,7,208,0.1488,64,pad_to_30,8,int64,0,0,0,0,0,"Slice:3, Cast:3, MaxPool:1, And:1, Xor:1",11,0.0,
task357,2328,23,11,222,0.0954,64,pad_to_30,8,int64,0,0,0,0,0,"Sub:5, And:3, ReduceSum:2, Mul:2, Abs:2",23,0.0,
task375,2214,19,12,308,0.1391,64,pad_to_30,8,int64,0,0,0,0,0,"ReduceSum:4, Slice:2, Mul:2, Sub:2, Abs:2",19,0.0,
task380,531,3,6,132,0.2486,64,pads,8,int64,0,0,0,0,0,"Slice:1, Transpose:1, Pad:1",3,0.0,
task057,1880,18,4,88,0.0468,48,_beh_ti,6,int64,0,0,0,0,0,"Cast:3, ReduceMax:3, Transpose:3, Gather:3, ArgMax:2",18,0.0,
task149,1404,13,7,188,0.1339,40,v0,10,float32,0,0,0,0,0,"Conv:4, Gather:2, Greater:1, Less:1, And:1",13,0.0,
task183,4690,55,9,152,0.0324,40,v2,10,float32,0,0,0,0,0,"Cast:12, Gather:12, Mul:12, ReduceSum:6, Sub:3",55,0.0,
task244,6790,66,31,340,0.0501,36,v12,9,int32,0,0,0,0,0,"Gather:23, Cast:15, Equal:9, Where:8, ReduceSum:3",66,0.0,
task372,1214,14,9,240,0.1977,32,ho_l_s,4,int64,0,0,0,0,0,"Slice:5, Cast:4, Mul:2, Sum:1, Concat:1",14,0.0,
task135,381,2,3,48,0.126,16,crop_starts,2,int64,0,0,0,0,0,"Slice:1, Pad:1",2,0.0,
task326,388,2,3,48,0.1237,16,crop_starts,2,int64,0,0,0,0,0,"Slice:1, Pad:1",2,0.0,
task179,170,1,0,0,0.0,0,,0,,0,0,0,0,0,Transpose:1,1,0.0,
task241,170,1,0,0,0.0,0,,0,,0,0,0,0,0,Transpose:1,1,0.0,
